PSNR_YYUV
C:\Users\DELL\Desktop\video_phat.mp4
C:\Users\DELL\Desktop\video_thu.mp4
AVG: 40.28525925
41.12826538
38.49613190
38.55191422
39.09692383
41.74710083
39.98873138
39.69766617
40.21223450
42.09850311
39.64361572
40.61702347
40.84544754
42.21816635
41.02281189
40.87173080
40.04256821
42.40777588
40.49185944
39.94430923
40.39312363
42.30387115
40.07411194
40.26316833
42.05029297
39.23867798
40.17354584
40.18276596
41.91589355
40.31908035
38.54686356
37.97842407
41.66743851
39.63871002
39.08418274
39.69049454
41.87734985
39.00906372
40.18938065
40.41283417
41.91181946
40.50017929
40.25225830
39.09324265
41.94551086
39.69748306
39.12231064
39.62709045
41.83080673
38.97297668
40.22082520
40.41388702
41.85760880
40.59821320
40.30690002
39.36047745
41.91223526
39.74961090
39.04301071
40.47868729
41.63358307
37.51512146
39.68299103
40.26603317
41.75098038
40.74173355
40.64260483
39.86774445
42.15805817
40.44982529
39.78625488
40.26630020
42.07744980
40.03286743
40.32526016
41.94778824
39.56892776
40.27413177
40.20986176
41.72597504
40.13500214
39.97195816
38.97068405
41.45831680
39.58921051
38.99056244
39.37002563
41.54652405
38.44367599
39.22335052
37.74203491
40.62604523
39.76634216
39.79058838
38.80043411
41.68720245
39.69393539
39.00258636
39.65647888
41.78744507
38.94170761
40.09032440
40.31715012
41.68172455
40.42889023
40.31519318
39.13132858
42.01697922
39.77886581
39.09103775
39.69230270
41.81745529
38.89612198
40.17013168
40.27553177
41.72298050
40.40266037
40.12231827
38.86591339
41.84828186
38.46292877
37.75960541
39.25941849
41.70031738
38.84379959
39.98929596
40.27784729
41.76940536
40.40563965
40.24015427
39.30003738
42.02430344
39.89398575
39.17546082
39.84028625
41.98030472
39.02744675
40.27170181
40.49304962
42.01190567
40.58773041
40.26071930
39.39831543
42.15595627
39.99250031
39.22624969
39.81591415
42.03882599
39.05320740
39.50473022
37.94900513
42.13874435
41.23645782
40.93980789
39.92449188
42.33139420
40.40687180
39.82880020
40.37772751
42.31225967
39.88895035
40.74814606
40.96641922
42.21642303
40.97718048
40.75974274
39.79529953
42.16262436
40.03415680
39.43241501
39.85141754
41.92825699
39.09510040
40.21889114
40.42552567
41.84894180
40.42248535
40.15439987
38.90103912
41.74877930
38.63401031
37.53493500
38.99040985
41.43167877
38.72094727
40.01997375
40.13739014
41.53312683
40.32968140
40.17754364
39.06238556
42.01566315
39.77383041
39.14736938
39.77410126
41.93215179
38.94263458
40.13981628
40.22026443
41.80824280
40.45219803
40.33315659
39.20568085
42.01798248
39.91694641
39.13006592
39.79170227
41.93951035
38.94578171
39.49322128
37.73401642
41.45412445
40.43716431
40.37089920
39.62380600
42.16228867
40.22714996
39.59344482
40.19901657
42.13205338
39.53330231
40.62845230
40.84131622
42.10667419
40.66199493
40.43863297
39.43234253
42.05840302
40.00469208
39.27743530
39.86512756
41.88891602
39.10182190
40.22548676
40.36295319
41.68010712
40.35903931
40.07518005
38.66890335
41.83644867
38.24669266
37.80488205
39.28832245
41.65736771
39.03155899
40.35567856
40.59840775
41.90658188
40.30410767
39.63759995
38.40861511
45.72072983
40.99754715
40.33607483
40.78565979
42.80481339
39.82733154
40.36494446
40.28121567
42.30974579
40.40908813
40.18568420
39.05699539
42.00362778
39.72743225
39.05532455
39.59420776
41.83888245
38.76652527
39.33740997
37.82916641
40.81979370
40.02761078
40.06375885
39.20493317
41.87839127
40.14062881
39.54178619
40.16885757
41.87869644
39.51013184
40.40139771
40.61581039
41.61611176
40.69821930
40.47302628
39.26245499
41.45627975
39.56847382
38.95394897
39.57705688
41.52229691
38.91471100
40.33415985
40.42282486
41.46326065
40.19982910
39.89272308
38.62913895
41.43886185
38.21356583
38.14722443
39.73419571
41.72537994
39.52346802
40.63307190
40.82423782
41.90956116
40.94466400
40.75094223
39.70813751
42.38970947
40.28102493
39.57839203
39.90740204
42.10531616
39.07734299
40.04490280
40.16232300
41.86245346
40.18325424
40.03199768
38.93803406
41.85866547
39.53317642
39.04181671
39.55578232
41.72964096
38.65189743
39.35195541
37.81964493
41.34261703
40.44504166
40.32801819
39.40014648
41.95243454
40.05039978
39.43915558
40.05988312
42.05532074
39.48980713
40.52932739
40.66001129
41.75859451
40.28263092
40.18434525
38.86952209
41.73065948
39.53527069
38.90784454
39.67766953
41.41265869
38.72676849
39.84077835
39.76110840
40.81211472
39.92340851
39.79359436
38.61145782
41.24820328
38.31793976
37.87102890
40.23933792
41.76888275
41.88777542
42.69052505
42.71993637
43.09018707
43.04189301
42.81899261
43.33005524
41.63900757
41.38257599
40.45227814
43.01293945
40.77569962
39.84626389
40.43262100
42.65365219
39.88851166
40.85890198
41.03625870
42.38130188
41.10900116
40.87493896
39.89874268
42.35378647
40.36699677
39.51903534
40.92444611
41.87784576
37.68888092
39.72896194
40.38589478
41.82125092
40.71794128
40.61277771
39.54655838
42.20433044
40.24460602
39.43505478
40.17785645
42.10663605
39.73605728
40.30299377
42.00790405
39.43962479
40.54281616
40.77287674
41.91407013
40.82920456
40.65340042
39.48838806
42.12310791
40.10076523
39.50958252
40.02312469
42.09156036
39.06661606
39.76445007
38.10412598
41.94204330
40.76179123
40.48026276
39.44657898
42.08148956
40.16389465
39.48297119
40.13978958
42.11265564
39.80849457
40.31732941
41.98843002
39.62902832
40.21364594
42.00245667
39.22433853
40.44115067
40.63943481
41.83337784
40.78943634
40.45626068
39.43540192
41.87206268
40.06610107
39.36655807
39.88311386
41.31955719
38.96009064
39.65782928
38.19640732
41.05157852
40.14848328
40.11445618
39.09703064
41.96429825
39.88096237
39.40719604
40.07878876
42.21520233
39.32701111
40.54875946
40.77469635
42.19011688
40.99490356
40.80375290
39.85874557
42.52569580
40.40441895
39.67783356
40.36641693
42.40572357
39.69368362
40.71784592
40.92315292
42.21027756
40.94086456
40.66031647
39.55474091
42.10616684
39.09444046
38.25996017
39.59812927
41.82303619
39.36343765
40.42913818
40.63271332
41.62793732
40.74894333
40.53020096
39.42654037
41.69565201
40.12546921
39.43851471
40.18375015
42.08691025
39.37155914
40.53081131
40.59985733
42.05564880
40.27990723
45.38884735
40.19968033
41.05510330
40.91777802
42.56017303
40.82765579
40.67064285
39.31143951
42.04960632
38.90737152
38.19517899
39.32223511
41.44281006
39.00198364
40.18787766
40.50039673
41.84920502
40.50823975
40.22782898
39.30911255
41.56541824
39.98666763
39.37944794
39.97795486
41.90402985
39.09906769
40.33095932
40.46040344
41.92622757
40.64813614
40.46758652
39.40068817
42.22703934
40.08266068
39.54276276
39.98515701
41.84818649
39.08522415
39.65904617
38.04333878
41.66903687
40.40282822
40.25852203
39.27033615
41.85864258
39.98397827
39.28807449
39.85798645
42.03943253
39.40026093
40.39693451
40.57153702
41.78197479
40.53274155
40.40741348
39.40634918
41.87775421
40.07206345
39.48067093
40.05923843
41.87718201
39.25125885
40.38190460
40.56260681
41.77236938
40.56500244
40.43739319
39.11492920
41.59381104
38.74353790
38.02635956
39.08865356
41.19909286
38.93511963
40.33060455
40.71300888
